"trailName","dist.","elevation","routeType","ratingCount","keywords","difficulty","avgRating"
"Stonewall Peak Trail",3.4,813,"Out & Back",488,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|views|bugs|overgrown|rocky|scramble|snow|nodogs","EASY|EASY|EASY|EASY",4.5
"Ladder Canyon Trail",4.5,967,"Loop",416,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|views|waterfall|wildflowers|wildlife|bugs|oldgrowth|rocky|scramble|washedout|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lake Chabot Trail ",8.4,836,"Loop",472,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|fishing|hiking|horsebackriding|mountainbiking|naturetrips|paddlesports|trailrunning|walking|forest|lake|partiallypaved|views|wildlife|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lake Aloha Trail",12.5,1873,"Loop",239,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|backpacking|birding|camping|fishing|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|bugs|rocky","HARD|HARD|HARD|HARD",4.5
"Turnbull Canyon Trail",4.1,751,"Loop",456,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|mountainbiking|trailrunning|walking|partiallypaved|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Pine Knot Trail to Grand View Point",6.6,1095,"Out & Back",427,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Murphy Ranch Trail",3.4,633,"Loop",507,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|wheelchairfriendly|kidfriendly|hiking|naturetrips|walking|partiallypaved|views|historicsite","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Suicide Rock Trail",6.3,1853,"Out & Back",441,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|walking|forest|views|wildflowers|wildlife|blowdown|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Shirley Canyon Cascades Trail",3,1925,"Point to Point",452,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|dogfriendly|birding|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|lake|views|waterfall|rocky|scramble","HARD|HARD|HARD|HARD",4.5
"Fullerton Loop Trail",11.1,898,"Loop",456,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|fishing|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|lake|railstrails|river|views|wildflowers|wildlife|rocky|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4
"Hollywood Sign via Canyon Drive",5.7,1161,"Out & Back",419,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|paved|views|wildflowers|wildlife|bugs|oldgrowth|rocky|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Five Lakes Trail",4.4,1092,"Loop",389,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|backpacking|birding|camping|hiking|horsebackriding|naturetrips|snowshoeing|trailrunning|walking|forest|lake|river|views|wildflowers|wildlife|blowdown|muddy|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Waterfalls of Mount Diablo Loop Trail",5.8,1430,"Loop",439,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|paved|views|waterfall|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",4.5
"Mount Baden Powell Trail",8.9,2788,"Out & Back",429,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|hiking|naturetrips|rockclimbing|snowshoeing|walking|forest|views|wildflowers|snow","HARD|HARD|HARD|HARD",4.5
"Big Horn Mine Trail",3.9,633,"Out & Back",415,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|backpacking|birding|hiking|naturetrips|walking|cave|forest|river|views|rocky|snow|washedout","EASY|EASY|EASY|EASY",4.5
"Double Peak Trail",3.9,1026,"Loop",509,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|partiallypaved|views","MODERATE|MODERATE|MODERATE|MODERATE",4
"Heather Lake, Emerald Lake, and Pear Lake Trail via Watchtower and Pear Lake Trails",11.8,2913,"Out & Back",226,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|fishing|hiking|naturetrips|forest|lake|views|waterfall|wildflowers|wildlife|bugs|rocky|snow|nodogs","HARD|HARD|HARD|HARD",5
"Mount Hollywood Trail",5.3,1250,"Loop",334,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Marion Mountain to San Jacinto",13.4,4494,"Out & Back",360,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|backpacking|birding|camping|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|river|views|wildflowers|wildlife|bugs|rocky|scramble|nodogs","HARD|HARD|HARD|HARD",4.5
"Echo Lakes Trail",5.3,511,"Out & Back",275,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|lake|views|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mother Miguel Mountain Via Rock House Trail",4.5,1213,"Out & Back",599,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|hiking|mountainbiking|trailrunning|lake|views|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Granite Lake & Maggie's Peaks",3.6,1761,"Out & Back",269,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|trailrunning|lake|views|rocky","MODERATE|MODERATE|MODERATE|MODERATE",5
"Mount Zion Loop - Sturtevant to Winter Creek Trails",9.3,2339,"Loop",321,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogfriendly|backpacking|birding|camping|hiking|mountainbiking|trailrunning|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife|bugs|overgrown","HARD|HARD|HARD|HARD",4.5
"Mount Judah Loop Trail",4.8,1220,"Loop",373,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|backpacking|birding|hiking|naturetrips|snowshoeing|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mist Falls Trail",8.1,889,"Loop",247,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|fishing|hiking|horsebackriding|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|rocky|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Bishop Peak Trail from Patricia Drive",3.4,1131,"Out & Back",465,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|scramble","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Crystal Cove Perimeter Loop",9.4,1354,"Loop",412,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|birding|camping|hiking|naturetrips|trailrunning|walking|beach|forest|paved|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Ahwingna and Native Oak Loop Trail",4.4,1161,"Loop",495,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Marshall Canyon Trail",10.4,1407,"Loop",372,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers","EASY|EASY|EASY|EASY",4.5
"Skyline Drive Trail to Water Tank",3.7,885,"Out & Back",566,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|forest|views|wildflowers|wildlife|bugs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Montara Mountain North Peak Loop Trail",7,1804,"Loop",430,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|beach|partiallypaved|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Fryman Canyon Trail",3.3,695,"Loop",559,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|partiallypaved|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Tokopah Valley Trail to Tokopah Falls",3.7,567,"Out & Back",275,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Lake Calavera",4.8,652,"Loop",613,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|backpacking|mountainbiking|trailrunning|lake|views|wildflowers","MODERATE|MODERATE|MODERATE|MODERATE",4
"Towsley Canyon Loop Trail",5.6,1443,"Loop",435,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|hotsprings|views|wildflowers|wildlife|muddy|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lassen Peak",4.4,1968,"Out & Back",338,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|camping|crosscountryskiing|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|lake|hotsprings|river|views|wildflowers|wildlife|rocky|snow|nodogs","HARD|HARD|HARD|HARD",5
"Devils Chair Trail",7.7,1584,"Out & Back",403,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|river|views|wildflowers|rocky|scramble|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Wisdom Tree, Cahuenga Peak and Mount Lee Summit Loop",3.7,1368,"Loop",419,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|noshade","HARD|HARD|HARD|HARD",4.5
"Monserate Mountain Trail Loop",4.1,1381,"Loop",508,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife","HARD|HARD|HARD|HARD",4.5
"Hermit Falls Trail",2.5,698,"Out & Back",316,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Cataract Falls and Potrero Meadows Loop (Cataract, Helen Market, Kent, Benstein Trails)",8.4,1837,"Loop",301,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|forest|lake|river|views|waterfall|wildflowers|wildlife|rocky","HARD|HARD|HARD|HARD",4.5
"Malibu Lake Trail",6.6,400,"Loop",320,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|fishing|hiking|horsebackriding|mountainbiking|rockclimbing|trailrunning|walking|forest|lake|partiallypaved|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4
"Pyles Peak Trail",5.3,1778,"Out & Back",385,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|overgrown","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Feather Falls Loop Trail",8.1,1732,"Loop",365,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|camping|hiking|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife|blowdown|bridgeout|bugs|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Griffith Park Hollywood Sign Trail",8.7,1906,"Loop",325,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|naturetrips|trailrunning|walking|partiallypaved|views|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Mugu Peak Trail",2.7,1243,"Loop",412,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|beach|views|wildflowers|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Whiting Ranch Trail",5.9,777,"Loop",407,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Sunset, Sequoia Bayview, Cindarella, and Sinawik Loop",3.2,570,"Loop",414,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Overlook Trail to McWay Falls and Saddle Rock",1,114,"Out & Back",200,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|hiking|naturetrips|walking|beach|views|waterfall|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Round Top Loop Trail to Volcanic Trail to Skyline Trail Loop",3.5,554,"Loop",215,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|partiallypaved|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4
"Fairy Falls Trail to Beale/Shingle Falls",5.3,501,"Loop",307,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|kidfriendly|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|river|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4
"Bassi Falls",4.3,505,"Out & Back",245,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|walking|forest|views|waterfall|wildflowers","EASY|EASY|EASY|EASY",4.5
"Millard Canyon Falls Trail",2.6,626,"Out & Back",334,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|birding|hiking|naturetrips|trailrunning|walking|partiallypaved|views|waterfall|wildflowers|wildlife|rocky|scramble|washedout","EASY|EASY|EASY|EASY",4.5
"Mission Peak from Ohlone College Loop",7.3,2145,"Out & Back",485,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|dogfriendly|birding|hiking|naturetrips|trailrunning|walking|views|wildflowers|wildlife|noshade","HARD|HARD|HARD|HARD",4.5
"Mount Wilson Loop via Chantry Flats",12.6,4274,"Loop",329,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|dogsonleash|birding|camping|hiking|mountainbiking|naturetrips|trailrunning|walking|forest|river|views|waterfall|wildflowers|wildlife|bugs","HARD|HARD|HARD|HARD",4.5
"Dipsea Trail from Muir Woods to Stinson Beach",9.7,2545,"Out & Back",286,"HARD|HARD|HARD|HARD|Out&Back|Out&Back|Out&Back|birding|hiking|naturetrips|trailrunning|walking|beach|forest|views|wildflowers|wildlife|muddy|nodogs","HARD|HARD|HARD|HARD",4.5
"Trail Canyon Falls",4.8,1053,"Out & Back",300,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|naturetrips|walking|river|views|waterfall|wildflowers|wildlife|bugs|rocky|noshade","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Lewis Creek National Scenic Trail to Corlieu Falls and Red Rock Falls",5.5,977,"Out & Back",373,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Daley Ranch Loop",10.2,1469,"Loop",429,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|partiallypaved|views|wildlife","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Stanford Dish Loop Trail",3.6,521,"Loop",452,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|roadbiking|trailrunning|walking|paved|views|wildflowers|wildlife|noshade|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Eagle Rock via the PCT",6.4,853,"Out & Back",359,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|backpacking|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|views|waterfall|wildflowers|wildlife|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"General Sherman Tree Trail",1.1,41,"Out & Back",250,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|wheelchairfriendly|kidfriendly|birding|hiking|naturetrips|walking|forest|paved|views|nodogs","EASY|EASY|EASY|EASY",4.5
"Rainbow Falls via Devils Postpile Trail",4.8,528,"Out & Back",285,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|dogsonleash|kidfriendly|hiking|horsebackriding|walking|forest|river|views|waterfall|wildflowers|wildlife|bridgeout|noshade|historicsite","EASY|EASY|EASY|EASY",4.5
"Crystal Lake Trail",3.1,833,"Out & Back",242,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogfriendly|kidfriendly|fishing|hiking|naturetrips|forest|lake|views|muddy|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Skyline Trail: Cactus to Clouds",17.5,10577,"Point to Point",277,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|birding|hiking|naturetrips|trailrunning|walking|forest|views|wildflowers|wildlife|rocky|scramble|snow|nodogs","HARD|HARD|HARD|HARD",4.5
"Sly Park Jenkinson Lake Loop Trail",7.6,629,"Loop",335,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|crosscountryskiing|fishing|hiking|horsebackriding|mountainbiking|naturetrips|paddlesports|snowshoeing|trailrunning|walking|forest|lake|partiallypaved|views|waterfall|wildflowers|wildlife|snow","MODERATE|MODERATE|MODERATE|MODERATE",4
"Cuyamaca Peak via Azalea Glen Loop",7.7,1833,"Loop",344,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|rocky|snow|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Borrego Canyon to Red Rock Canyon",4.1,452,"Out & Back",376,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|wildflowers|nodogs","EASY|EASY|EASY|EASY",4.5
"Loch Leven Lakes Trail",8.1,1545,"Out & Back",319,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|backpacking|birding|camping|hiking|snowshoeing|trailrunning|forest|lake|views|wildflowers|wildlife|overgrown|rocky|snow","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Barker Dam Nature Trail ",1.2,59,"Loop",315,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|kidfriendly|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|forest|lake|views|wildflowers|wildlife|nodogs","EASY|EASY|EASY|EASY",4.5
"Tennessee Valley Trail",3.4,170,"Out & Back",239,"EASY|EASY|EASY|EASY|Out&Back|Out&Back|Out&Back|kidfriendly|birding|hiking|horsebackriding|naturetrips|roadbiking|trailrunning|walking|beach|partiallypaved|views|wildflowers|wildlife|bugs|muddy|nodogs","EASY|EASY|EASY|EASY",4.5
"Montara Mountain Trail",6.4,1725,"Loop",303,"HARD|HARD|HARD|HARD|Loop|Loop|Loop|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|views|wildflowers|nodogs","HARD|HARD|HARD|HARD",4.5
"Los Penasquitos Canyon (from Lopez Canyon)",11.3,528,"Loop",338,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|birding|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|views|waterfall|muddy","EASY|EASY|EASY|EASY",4
"Rodeo Beach Coastal Trail Loop",4.8,954,"Loop",293,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|dogfriendly|kidfriendly|birding|hiking|mountainbiking|naturetrips|trailrunning|partiallypaved|views","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Santa Paula Canyon and Punch Bowls Trail",6,744,"Out & Back",307,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|birding|camping|hiking|horsebackriding|mountainbiking|naturetrips|trailrunning|walking|forest|partiallypaved|river|views|waterfall|wildflowers|wildlife|rocky|washedout","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Abalone Cove Trail",1.4,269,"Loop",284,"EASY|EASY|EASY|EASY|Loop|Loop|Loop|dogsonleash|kidfriendly|birding|hiking|naturetrips|rockclimbing|trailrunning|walking|beach|views|wildflowers|wildlife","EASY|EASY|EASY|EASY",4.5
"Vernal and Nevada Falls via the Panorama Trail",9,977,"Point to Point",186,"HARD|HARD|HARD|HARD|PointtoPoint|PointtoPoint|PointtoPoint|birding|hiking|naturetrips|walking|forest|river|views|waterfall|wildflowers|wildlife|nodogs","HARD|HARD|HARD|HARD",5
"Cowles Mountain from Big Rock Trail",4.5,1204,"Out & Back",338,"MODERATE|MODERATE|MODERATE|MODERATE|Out&Back|Out&Back|Out&Back|dogsonleash|hiking|mountainbiking|trailrunning|walking|views|rocky","MODERATE|MODERATE|MODERATE|MODERATE",4.5
"Fall Creek",8.7,1837,"Loop",351,"MODERATE|MODERATE|MODERATE|MODERATE|Loop|Loop|Loop|birding|hiking|horsebackriding|naturetrips|trailrunning|walking|forest|river|views|wildflowers|wildlife|blowdown|oldgrowth|overgrown|scramble|washedout|offtrail|nodogs","MODERATE|MODERATE|MODERATE|MODERATE",4.5
